,CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,MONTHLY_AVERAGE_PURCHASE,LIMIT_USAGE,PAYMENTS_TO_MINIMUM_PAYMENT_RATIO,AVERAGE_AMOUNT_PER_PURCHASE,MONTHLY_CASH_ADVANCE,MONTHLY_INSTALLMENTS_PURCHASES,MONTHLY_ONEOFF_PURCHASES,MONTHLY_CASH_ADVANCE_TRANSACTION
6842,C17029,1179.395773,0.875,1506.057376,709.6503192,796.4070565,1393.998578,0.909324443,0.613446227,0.778136617,0.25,3,41.91908061,1500,128.881941,248.197938,0.250784271,8,207.0297058,0.786263849,0.519270797,35.92772918,696.999289,127.9349666,144.6032039,464.6661927
5719,C15877,646.398621,1,839.05,192.95,646.1,989.4132246,1,0.166667,1,0.25912563,5.10593962,19,4500,1350.435597,248.178351,0.083333,12,69.92083333,0.143644138,5.44139161,44.16052632,318.1896834,53.84166667,96.47480705,193.7769144
3861,C13969,933.278656,1,182.55,536.8233917,182.55,2304.727023,0.25,0.140630844,0.166667,0.416667,7,3,2500,1755.16459,248.144048,0.17897487,12,60.85,0.373311462,7.073168203,60.85,460.9450358,91.27481745,318.1043455,329.2467176
3731,C13836,430.592769,1,1741.39,564,1177.39,349.3964606,1,0.25,1,0.249716061,3.973236278,57,5000,1125.765206,248.140964,0.083333,12,145.1158333,0.086118554,4.536797101,30.55070175,116.5979136,98.11583333,188,87.93749885
1171,C11213,949.259857,1,1081.640665,763.6760235,317.9646413,59.80774,0.889371148,0.276512705,0.750919013,0.166667,2,24.39606569,1000,169.264551,247.985446,0.116437714,12,101.3488264,0.949259857,0.682558407,44.33668439,29.90381019,35.28616667,230.1509747,29.90387
8440,C18667,318.805232,1,300.39,106.89,193.5,163.100401,1,0.1,0.9,0.1,8,13,1000,129.074206,247.966507,0.111111,10,30.039,0.318805232,0.520530807,23.10692308,163.100401,21.5,106.89,20.38755013
2257,C12326,1236.635476,1,540,540,712.9978425,1242.107239,0.818182,0.818182,0.549363979,0.374342261,14.58273007,9,4000,2136.389192,247.620077,0.090909,11,59.99998667,0.309158869,8.627689717,60,301.6459845,117.9873237,59.99998667,85.17659134
3392,C13488,962.855497,0.909091,1839.69,1501.05,338.64,599.0076921,0.833333,0.25,0.583333,0.247466468,3.642937245,19,5000,1331.30538,247.588037,0.110554905,12,183.9690736,0.192571099,5.377098975,96.82578947,201.7134202,48.3771705,500.35,164.4298685
8020,C18236,1377.40225,1,180,180,311.6222606,348.436666,0.142857,0.142857,0.763091312,0.428571,3,1,1500,251.870405,247.576103,0.191105736,7,180.00018,0.918268167,1.017345382,180,116.1456715,58.33832083,180.00018,116.1455553
5374,C15526,658.6552,1,629.99,629.99,160.7351016,292.2948215,0.083333,0.083333,0.107822143,0.18486614,2.92453031,1,6000,353.862252,247.500183,0.163230905,12,629.99252,0.109775867,1.429745416,629.99,131.7596711,124.2285803,629.99252,99.94590261
2359,C12431,516.49276,1,380,380,167.1862439,1004.279993,0.333333,0.333333,0.138799743,0.5,11,6,1200,415.924157,247.45192,0.085866448,12,95.000095,0.430410633,1.680828167,63.33333333,167.3799988,100.3761725,95.000095,91.29818118
4451,C14574,1138.014732,1,1170.48,1170.48,216.8193246,920.050071,0.416667,0.416667,0.227345294,0.25,4,5,4500,1078.964657,247.32444,0.083333,12,234.0958127,0.252892163,4.36254766,234.096,306.683357,79.47504321,234.0958127,230.0125178
8031,C18247,390.077505,0.636364,1156,1156,480.400125,673.1518719,0.083333,0.083333,0.4659258,0.192645322,3.018852249,2,10500,1704.470909,247.289712,0.120409181,12,1156.004624,0.037150239,6.892607441,578,291.1879128,85.92214412,1156.004624,222.9827154
4869,C15003,661.940291,1,755.14,482.9,272.24,650.0374009,0.916667,0.75,0.75,0.131932379,1.583191384,29,6500,2284.482833,247.277952,0.333333,12,68.64906595,0.101836968,9.238522135,26.03931034,410.5874824,30.24888889,53.65555556,410.5867475
754,C10781,915.424422,0.857143,1152.171782,580.7989509,571.3728315,2454.439476,0.760615595,0.373973932,0.617758595,0.428571,6,15.05457265,1200,1665.025645,247.205901,0.312208661,7,216.398362,0.762853685,6.735379852,76.53301156,818.1473101,132.1303999,221.8638029,409.073246
1194,C11237,1060.385693,1,5327.61,5327.61,510.6355333,3467.977927,0.833333,0.833333,0.560047105,0.583333,12,53,6000,8412.649548,247.085679,0.9,12,532.7612131,0.176730949,34.04749956,100.5209434,495.4257012,75.98103928,532.7612131,288.9981606
6505,C16682,545.819208,1,49.55,106.7889557,49.55,1051.266551,0.25,0.199056807,0.25,0.368949672,7.470698961,3,2500,397.410932,247.041179,0.088222885,12,16.51666667,0.218327683,1.608682948,16.51666667,237.4457889,16.51666667,44.70623134,140.7186338
4107,C14222,634.759973,1,19.91,364.518261,19.91,179.6746592,0.083333,0.136519949,0.083333,0.176117396,2.751651027,1,6000,610.491342,246.804668,0.192313828,12,19.91007964,0.105793329,2.473581018,19.91,85.01652088,19.91007964,222.5061031,65.29703708
2407,C12479,397.003171,1,3042.08,1419.07,1623.01,772.8898168,1,1,1,0.141084684,1.693018823,98,8500,2764.893686,246.737259,0.333333,12,253.5066667,0.046706255,11.20582152,31.04163265,456.5164897,135.2508333,118.2558333,456.5157848
3019,C13107,597.297664,0.636364,689.67,228.87,460.8,73.693002,0.666667,0.25,0.666667,0.083333,1,15,3511.111111,2327.014381,246.495299,0.125,12,86.2087069,0.170116423,9.44040065,45.978,73.69329677,57.5999712,76.29,73.693002
6233,C16405,7.456966,0.272727,4.8,320.4283211,4.8,308.2408451,0.083333,0.121192118,0.083333,0.114498454,2.015282822,1,2200,70.517745,246.213204,0.208082202,12,4.8000192,0.00338953,0.286409274,4.8,224.3413451,4.8000192,220.3308316,152.9516561
4028,C14141,647.166042,1,369.49,1058.37481,369.49,756.8378291,0.583333,0.472234187,0.5,0.167903379,4.169524869,9,12500,738.346676,245.989844,0.334345169,12,52.78431588,0.051773283,3.001533169,41.05444444,375.631626,61.58166667,186.7672931,181.5165643
3201,C13293,844.837833,1,2196.38,1868.83,327.55,2716.83907,1,1,0.166667,0.416667,7,23,5000,3274.100331,245.892171,0.451025679,12,183.0316667,0.168967567,13.31518738,95.49478261,543.3673793,163.7746725,155.7358333,388.1198671
1947,C12009,1009.062757,1,702.4,265.6,436.8,1497.96375,1,0.25,1,0.408552727,11.60710708,28,7500,1184.723606,245.887258,0.083333,12,58.53333333,0.134541701,4.818157784,25.08571429,305.5427228,36.4,88.53333333,129.0557362
5138,C15282,1033.371763,1,2361.97,1591.05,770.92,365.689536,1,0.583333,1,0.083333,1,39,3000,2097.161809,245.746831,0.083333,12,196.8308333,0.344457254,8.53383053,60.56333333,365.6909988,64.24333333,227.292987,365.689536
3509,C13607,758.188531,1,515.7729562,318.2026492,197.570307,305.653048,0.720612432,0.166205797,0.608812935,0.166667,2,13.92833057,1950,388.247865,245.555646,0.085868951,12,59.64520982,0.388814631,1.58109932,37.03049361,152.8262183,27.0431052,159.5424946,152.826524
1327,C11371,1152.710352,1,1392,1062,330,1460.493307,1,0.25,1,0.405858958,11.20348082,16,9500,1147.368802,245.51294,0.083333,12,116,0.121337932,4.673353681,87,299.8770222,27.5,354,130.3606737
5936,C16101,1039.408368,1,3838.7,2753.75,1084.95,1205.01775,1,1,1,0.371286218,12.03126276,63,6500,3798.039094,245.422018,0.364133763,12,319.8916667,0.15990898,15.47554341,60.93174603,270.4602025,90.4125,229.4791667,100.1572132
8873,C19113,600.052391,1,274,280.0000047,274,821.878829,1,0.142857404,0.875,0.5,13,8,1000,151.304337,245.340184,0.199999968,8,34.25,0.600052391,0.616712413,34.25,205.4697073,39.14285714,244.9995555,63.22144838
1560,C11611,498.355964,1,2434.7,931.7,1503,727.4519534,1,0.416667,1,0.329345641,6.251940854,27,4500,4242.383449,245.295678,0.25,12,202.8916667,0.11074577,17.29497839,90.17407407,184.0649717,125.25,186.3398509,116.3561797
1917,C11978,859.07875,1,2072.114248,1509.589212,562.525036,909.986628,0.945890991,0.5,0.695909006,0.166667,2,24.32551812,3500,1408.880515,244.822266,0.11581668,12,182.5540035,0.245451071,5.754707437,85.18273845,454.992404,67.36094221,251.598202,454.993314
5,C10005,817.714335,1,16,16,131.9915389,710.5459564,0.083333,0.083333,0.083333,0.331698762,6.336774007,1,1200,678.334763,244.791237,0.085902001,12,16.000064,0.681428613,2.771074534,16,178.5118602,131.9920668,16.000064,112.1305503
1739,C11797,555.131027,1,1586.45,1111.6,474.85,518.4562712,1,0.416667,1,0.173362536,2.800590712,51,5500,3219.285764,244.624549,0.416667,12,132.2041667,0.100932914,13.16010914,31.10686275,249.2158361,39.57083333,222.3198221,185.1238986
2626,C12701,749.168331,0.777778,164.9,164.9,138.8047229,1806.070919,0.111111,0.111111,0.483491964,0.666667,10,2,2000,190.995312,244.581997,0.206447587,9,164.9001649,0.374584166,0.780905031,82.45,301.0116693,31.89866251,164.9001649,180.6070919
6833,C17020,931.827906,0.545455,710.4639939,214.9793924,495.4846015,2937.591809,0.771319616,0.205966634,0.711817722,0.090909,1,18.76572937,3500,2995.213811,244.405201,0.25,11,83.7365399,0.266236545,12.25511486,37.85965255,2937.594747,63.28032208,94.88712195,2937.591809
5148,C15292,668.291862,0.545455,248.77,247.9000817,248.77,1051.740835,0.333333,0.113689503,0.333333,0.193242099,4.274233312,8,1500,2482.201611,244.376255,0.17782034,12,62.19256219,0.445527908,10.15729458,31.09625,453.5505988,62.19256219,181.7084224,246.0653779
6412,C16587,889.955252,1,40,40,157.6082201,3124.247282,0.083333,0.083333,0.108649328,0.416667,8,1,3000,977.156313,244.338227,0.083333,12,40.00016,0.296651751,3.999195398,40,624.8489565,120.8844871,40.00016,390.5309103
4846,C14979,889.767658,1,2997.02,1823.02,1174,1614.654275,0.916667,0.416667,0.916667,0.18652882,3.159008604,22,7000,2199.48968,244.279734,0.264172337,12,272.4562646,0.127109665,9.003979348,136.2281818,721.3605004,106.7272339,364.6037083,511.1269002
4821,C14954,965.236679,1,2786.08,763.82,2022.26,271.593473,0.75,0.333333,0.666667,0.141140368,1.693687023,33,4500,1399.589495,244.198717,0.46390639,12,309.5644444,0.21449704,5.731354825,84.42666667,160.3565997,252.7823736,190.955191,160.3563523
3547,C13646,444.021111,0.545455,880.9772885,284.1308302,596.8464583,1101.192457,0.722342869,0.190441007,0.660641161,0.166667,3,20.86022267,1000,191.491371,243.991341,0.085643891,12,101.6342476,0.444021111,0.784828553,42.23240099,550.5951273,75.28626395,124.3302036,367.0641523
2364,C12436,788.257316,1,9113.78,6138.57,2975.21,621.9450925,1,1,1,0.156059552,2.83077242,128,12000,7035.994095,243.938058,1,12,759.4816667,0.06568811,28.84336357,71.20140625,332.1088469,247.9341667,511.5475,219.7086167
7481,C17683,1060.039731,1,340,49,291,1025.506967,0.5,0.083333,0.416667,0.248261853,5.37521457,7,2500,261.761454,243.685673,0.085626523,12,56.66666667,0.424015892,1.074176626,48.57142857,344.2289373,58.19995344,49.000196,190.7843777
1349,C11394,831.404268,0.727273,2491.569908,2107.247245,384.3226628,5579.552147,0.423619946,0.25196563,0.169688662,0.416667,16,22.78159981,3500,8450.958983,243.343542,0.363636,12,490.1346772,0.237544077,34.72851144,109.3676444,1115.909537,188.7391189,696.9360737,348.7220092
663,C10689,975.165854,1,2281.56,2281.56,584.0017362,98.596565,0.916667,0.916667,0.735605147,0.166667,2,29,20000,2068.187388,243.235999,0.919935092,12,207.41447,0.048758293,8.50280138,78.67448276,49.2981839,66.15887825,207.41447,49.2982825
167,C10172,823.103926,0.363636,131.64,397.4446659,131.64,1622.465244,1,0.245662598,1,0.203087092,4.514542793,12,8000,2916.071564,243.199498,0.179231146,12,10.97,0.102887991,11.99045059,10.97,665.7510123,10.97,134.8206408,359.3863915
4179,C14294,1018.880453,1,1631.027869,327.0338691,1303.994,2583.510846,0.879981683,0.202041222,0.84841368,0.5,8,36.57284792,13000,1703.232165,243.18864,0.233560618,12,154.4566117,0.078375419,7.00374888,44.59668748,430.585141,128.0815823,134.8874364,322.9388558
5668,C15825,897.877807,1,1758.75,525.4417632,1758.75,2557.126189,0.583333,0.276395219,0.416667,0.416667,10,7,6000,3349.425019,243.137378,0.363636,12,251.2501436,0.149646301,13.77585399,251.25,511.4248287,351.7497186,158.421024,255.7126189
7257,C17452,745.774052,1,1056.799285,543.9224514,512.8768341,1221.85443,0.490944681,0.110638395,0.382103283,0.25,6,18.69018842,5000,1169.235129,242.84674,0.093506402,12,179.3819354,0.14915481,4.814703829,56.54299795,407.28481,111.8538836,409.6848182,203.642405
7520,C17722,510.953138,1,172.41,172.41,210.0203207,1008.485166,0.083333,0.083333,0.25814421,0.313786903,6.982515735,4,1200,959.003305,242.770679,0.087424978,12,172.4106896,0.425794282,3.950243534,43.1025,267.8264447,67.79812484,172.4106896,144.4300599
7842,C18054,785.704401,1,1059.82,899.82,160,2083.277724,0.666667,0.416667,0.25,0.5,11,10,3600,2380.838508,242.76267,0.162078497,12,132.4774338,0.218251223,9.807267765,105.982,347.212954,53.33333333,179.963856,189.388884
905,C10935,559.944819,0.818182,786.0799398,277.5231401,508.5567998,1379.58783,0.439800324,0.135550645,0.356467324,0.166667,3,7.498897977,3000,1964.825042,242.677632,0.142857,12,148.9463698,0.186648273,8.096440639,104.8260614,689.7925354,118.8881294,170.6146688,459.86261
2036,C12098,1050.085007,1,1157.054843,714.3854368,442.6694063,468.62986,0.582576834,0.333026081,0.471492076,0.25,6,17.98730478,1500,593.781355,242.578058,0.085849199,12,165.5081894,0.700056671,2.44779499,64.32619324,156.2099533,78.23910327,178.7611335,78.10497667
7910,C18123,405.194627,1,484.2198968,110.2512738,373.968623,293.097125,0.868834348,0.143857114,0.775879643,0.083333,1,22.81873141,1500,1506.490213,242.466254,0.083333,12,46.44344248,0.270129751,6.213195396,21.22028119,293.0982974,40.16609044,63.86619247,293.097125
3023,C13111,795.401963,1,3408.01,3408.01,893.4430432,268.3302213,0.916667,0.916667,0.900236796,0.197746642,3.7174496,11,5000,5797.060195,242.410057,0.083333,12,309.8189782,0.159080393,23.91427265,309.8190909,113.0782884,82.70444765,309.8189782,72.18126676
4380,C14502,339.956112,1,2199.65,815.15,1384.5,1892.397432,0.916667,0.083333,0.833333,0.277301832,3.995119794,13,6000,2577.703016,242.28511,0.2,12,199.9681091,0.056659352,10.63913096,169.2038462,568.693632,138.4500554,815.1532606,473.6772686
3590,C13690,544.423104,1,710.19,381.03,329.16,978.3190924,0.75,0.333333,0.5,0.372565104,11.77044673,14,1800,1453.969557,242.240752,0.118493883,12,78.91,0.30245728,6.002167451,50.72785714,218.8250865,54.86,95.25759526,83.11656427
6110,C16280,746.9786,1,2341.08,1953.84,387.24,432.1692863,1,0.416667,1,0.140755505,4.684527745,59,2000,736.002618,241.954677,0.270129147,12,195.09,0.3734893,3.041902835,39.67932203,255.8628677,32.27,390.7676874,92.25461132
168,C10173,595.677343,1,5078.14,4330.53,747.61,1424.442602,0.916667,0.666667,0.75,0.083333,1,42,15000,4756.654374,241.894073,0.916667,12,461.648923,0.039711823,19.6642039,120.9080952,1424.4483,83.06777778,541.3159793,1424.442602
5645,C15802,218.894935,1,568.34,568.34,96.78503684,1161.888906,0.333333,0.333333,0.140171203,0.340600074,5.827394455,4,3000,279.74723,241.723393,0.083333,12,142.0851421,0.072964978,1.157303091,142.085,284.2749694,57.53977679,142.0851421,199.3839469
63,C10064,809.582978,0.909091,2025.198988,1692.741462,332.4575252,3819.672466,0.601537285,0.329638647,0.426724713,0.545455,7,18.5007814,4150,4372.148648,241.645387,0.090909,11,306.0641516,0.195080236,18.09324276,109.465592,636.6115472,70.82648471,466.8311461,545.6674951
3758,C13864,757.67311,1,2553.46,568.46,1985,1360.699567,1,0.25,1,0.286030856,4.813107296,25,7000,2559.544182,241.597164,0.236575561,12,212.7883333,0.108239016,10.59426419,102.1384,396.4314629,165.4166667,189.4866667,282.707092
4970,C15108,69.37782,0.545455,588.02,71.3,516.72,1255.181073,0.333333,0.083333,0.333333,0.187643951,4.715110348,5,7000,1596.674994,241.434175,0.4,12,147.005147,0.009911117,6.613293226,117.604,557.4302955,129.1801292,71.3002852,266.2039657
5036,C15177,1083.120149,1,909.3767151,328.9726205,580.4040945,2426.830138,0.641256604,0.110358968,0.503164713,0.416667,9,12.02261246,1200,1481.809323,240.79407,0.1,12,118.1763937,0.902600124,6.153844748,75.6388612,485.3656393,96.12559584,248.4110321,269.6477931
2312,C12384,1138.534442,1,8665.38,6120.4,2544.98,742.7833779,1,1,1,0.207523728,5.305278559,104,9500,8216.880805,240.601287,0.166667,12,722.115,0.119845731,34.15144161,83.32096154,298.27247,212.0816667,510.0333333,140.0083652
1065,C11099,864.975705,1,66.7,66.7,223.5915333,75.254745,0.083333,0.083333,0.189298155,0.083333,1,1,1000,413.167127,240.517311,0.09159118,12,66.7002668,0.864975705,1.717826984,66.7,75.25504602,98.43005459,66.7002668,75.254745
2505,C12578,1132.282217,1,461.4716661,264.5666512,196.9050149,68.520455,0.775942548,0.221889669,0.663913978,0.083333,1,15.94301578,1200,281.613657,240.366583,0.377270544,12,49.56033443,0.943568514,1.1716007,28.94506739,68.52072908,24.71517665,99.36118733,68.520455
1512,C11562,1229.938869,1,699.96,412.47,287.49,462.8353274,0.333333,0.166667,0.166667,0.332913671,6.653940363,9,2250,1333.446631,240.345071,0.083333,12,174.990175,0.546639497,5.548050665,77.77333333,115.8546914,143.7447125,206.2345875,69.5580817
5087,C15229,1019.133646,1,9249.73,2326.09,6923.64,2784.583391,0.833333,0.583333,0.833333,0.626089639,23.94018335,96,9000,8716.674684,240.332998,0.3,12,924.97337,0.113237072,36.2691547,96.35135417,370.6316182,692.3642769,332.2987613,116.3142049
5356,C15507,868.331112,1,1167.15,864.28,302.87,748.152104,1,0.25,1,0.25,4,26,3000,704.323375,240.060933,0.083333,12,97.2625,0.289443704,2.93393584,44.89038462,249.3840347,25.23916667,288.0933333,187.038026
6207,C16379,987.853328,1,2599.42,1967.62,631.8,1010.638237,1,0.833333,0.75,0.270551559,5.861794635,35,1800,2146.180788,239.996338,0.083333,12,216.6183333,0.548807404,8.942556399,74.26914286,311.2894763,70.2,196.7620787,172.4110618
797,C10825,147.180819,0.636364,685.1541961,545.667438,139.486758,1843.426883,0.527785712,0.249971356,0.416685194,0.166667,6,15.00066699,2600,2555.888133,239.9371668,0.124693032,12,108.1806152,0.056608007,10.65232272,45.67491543,921.7115981,27.8961112,181.9099885,307.2378138
1600,C11652,694.202818,0.818182,953.8160841,244.7545586,709.0615255,1087.082047,0.664760508,0.167158738,0.608641447,0.166667,3,17.04336963,1200,1721.925721,239.868958,0.142857,12,119.5688865,0.578502348,7.178610085,55.9640555,543.5399364,97.08254473,122.0170328,362.3606823
8156,C18375,184.57666,1,408.36,389.1064852,408.36,191.9035623,1,0.258471459,1,0.108885338,2.883753409,12,1000,294.885863,239.73565,0.489493468,12,34.03,0.18457666,1.23004594,34.03,146.86976,34.03,125.4511447,66.54645354
4960,C15098,559.917793,1,4760.11,2907.18,1852.93,19.930337,1,1,1,0.083333,1,85,4000,3632.719723,239.701062,0.181818,12,396.6758333,0.139979448,15.15520913,56.00129412,19.93041672,154.4108333,242.265,19.930337
1106,C11141,510.233775,1,436.74,436.74,69.42069979,826.5737408,0.333333,0.333333,0.139022345,0.446786527,7.079518853,5,3500,484.285337,239.690542,0.120862478,12,109.1851092,0.145781079,2.02046077,87.348,154.1701482,41.61243505,109.1851092,116.7556381
4826,C14959,633.388444,1,830.45,830.45,173.9003318,869.8555491,0.416667,0.416667,0.193123772,0.385212659,6.578099706,8,6000,497.263402,239.606651,0.083333,12,166.0898671,0.105564741,2.075332216,103.80625,188.1764806,75.03837669,166.0898671,132.2350813
1725,C11781,981.886157,1,2074.254789,820.0304835,1254.224305,473.430801,0.94358549,0.439508746,0.830756807,0.083333,3,39.07010284,3500,768.398403,239.523143,0.117208472,12,183.1890885,0.280538902,3.208034069,53.09058943,473.4326947,125.8114183,155.4823977,157.810267
3216,C13308,449.123098,1,65,65,125.6122105,354.816958,0.090909,0.090909,0.083333,0.272727,6,1,2500,118.654655,239.240948,0.085525453,11,65.000065,0.179649239,0.495962986,65,118.2724376,137.0320505,65.000065,59.13615967
4073,C14188,788.618659,1,2053.78,1094.91,958.87,910.6879023,0.916667,0.25,0.833333,0.270312134,4.56139846,15,2500,1875.180759,239.173819,0.153112748,12,186.7072048,0.315447464,7.840242577,136.9186667,280.7519493,95.88703835,364.97,199.6510304
4637,C14762,183.992665,0.818182,1402.4,1140.5,261.9,572.7267907,0.666667,0.583333,0.416667,0.231119457,4.551552432,19,7200,1262.938606,239.059144,0.142857,12,175.2999124,0.025554537,5.282954606,73.81052632,206.504607,52.3799581,162.9286645,125.8310871
2943,C13028,1061.439175,1,461.7246131,264.9539225,196.7706906,137.757459,0.776384917,0.221847652,0.664577534,0.083333,1,15.94795328,1200,446.265741,238.961902,0.37730966,12,49.55924598,0.884532646,1.867518367,28.95196676,137.75801,24.67365612,99.52547753,137.757459
8229,C18449,51.08934,0.818182,140.75,484.1848662,140.75,253.1147462,0.416667,0.239023613,0.416667,0.166264919,3.812791204,5,1000,347.240071,238.811356,0.111111,12,28.14997748,0.05108934,1.454035004,28.15,126.8631753,28.14997748,168.8064975,66.38568246
6180,C16351,933.072519,1,12.4,12.4,249.4116011,1085.487045,0.083333,0.083333,0.15905213,0.166667,6,1,2500,481.589626,238.636185,0.083333,12,12.4000496,0.373229008,2.018091372,12.4,542.742437,130.6760249,12.4000496,180.9145075
5607,C15762,730.058174,1,782.6,782.6,1121.609657,1803.754238,1,1,0.945305942,0.280004242,11.67762881,12,12000,278.865346,238.608197,0.272230562,12,65.21666667,0.060838181,1.168716538,65.21666667,536.8234857,98.8753664,65.21666667,154.4623714
2012,C12074,996.619846,0.727273,581.8,520,61.8,995.0768393,0.25,0.083333,0.166667,0.16919781,4.094020301,3,8500,2088.919798,238.591204,0.302381698,12,193.9333333,0.117249394,8.75522552,193.9333333,490.0954087,30.8999382,520.00208,243.0561566
1893,C11954,1106.697298,1,1260.13,1260.13,369.7313123,1595.737496,0.2,0.2,0.135850779,0.168076509,4.7773356,3,6500,1556.574701,238.440314,0.089098447,10,630.065,0.170261123,6.52815237,420.0433333,949.411375,272.1598772,630.065,334.0224823
5926,C16091,325.038037,1,512.16,105,407.16,410.2333133,0.833333,0.083333,0.75,0.083333,1,13,2500,567.449456,238.252068,0.245740493,12,51.21602049,0.130015215,2.381718911,39.39692308,410.2349543,45.24,105.00042,410.2333133
5620,C15776,672.84733,1,1969.47,1796.79,172.68,2147.819337,0.5,0.4,0.1,0.311148212,5.878317768,7,5500,1204.587035,238.195134,0.1,10,393.894,0.122335878,5.057143758,281.3528571,690.2881831,172.68,449.1975,365.3799305
7176,C17369,910.821412,1,3726.65,2536.89,1189.76,2100.159482,1,0.916667,1,0.58300016,24.85679948,74,3000,5125.340024,238.125482,0.548824408,12,310.5541667,0.303607137,21.52369407,50.36013514,300.1942402,99.14666667,230.6262798,84.49034171
4554,C14679,337.178513,1,3809.71,3809.71,1109.272423,499.272243,1,1,0.927617002,0.094283133,1.885986556,16,16500,2837.599645,238.075524,0.916667,12,317.4758333,0.020435061,11.91890538,238.106875,441.2880529,99.65251655,317.4758333,264.7273605
3315,C13408,752.26105,1,4019.86,3627.86,392,5632.549503,0.916667,0.916667,0.583333,0.333333,10,19,3000,7574.577354,237.824379,0.875,12,365.4416853,0.250753683,31.84945709,211.5715789,1408.138784,56.000032,329.8053346,563.2549503
3842,C13949,509.872908,0.454545,31.89,31.89,216.5302847,783.4279857,0.083333,0.083333,0.132220742,0.180292433,4.16372069,1,1500,1396.027009,237.748097,0.461969516,12,31.89012756,0.339915272,5.871874587,31.89,362.1098474,136.470195,31.89012756,188.1557492
4212,C14329,534.728906,1,976.98,251.05,725.93,413.0575185,0.833333,0.666667,0.833333,0.109143701,1.619451868,18,7000,742.950103,237.529082,0.255901516,12,97.69803908,0.076389844,3.127827956,54.27666667,315.3774296,72.59302904,31.38123431,255.0600772
3880,C13989,39.557369,0.363636,45.65,45.65,183.9475008,174.5070325,0.083333,0.083333,0.119725405,0.111541921,2.338504349,1,3000,831.294005,237.52827,0.539843969,12,45.6501826,0.01318579,3.499768701,45.65,130.3747732,128.0342998,45.6501826,74.6233517
2345,C12417,994.367302,0.857143,529.802789,177.336529,352.46626,4058.539188,0.871578986,0.142857,0.728721986,0.571429,15,8.30069303,10000,168.100048,237.414459,0.226514468,7,86.83792742,0.09943673,0.708044694,63.82633198,1014.634036,69.09675272,177.3367063,270.5692792
7119,C17311,887.090835,1,4349.38,4026.08,323.3,406.2191504,0.833333,0.666667,0.583333,0.166667,3.439556455,31,3000,4388.029841,237.336329,0.083333,12,434.938174,0.295696945,18.48865641,140.3025806,203.109169,46.18574068,503.2597484,118.1021901
348,C10358,1032.241153,1,1005.52,464.5,541.02,865.8730421,1,0.5,0.833333,0.250671877,4.353500348,33,3000,1866.265366,237.328382,0.110774612,12,83.79333333,0.344080384,7.86364172,30.47030303,287.8507461,54.10202164,77.41666667,198.8912307
3994,C14105,1030.503395,1,25.26,25.26,121.2267982,659.3107012,0.166667,0.166667,0.083333,0.332901568,6.235414987,2,3000,1135.363289,237.276808,0.085682689,12,12.62997474,0.343501132,4.784973713,12.63,165.041453,121.2272831,12.62997474,105.736459
7532,C17735,844.022439,1,1092.117975,415.9687715,676.149204,1125.228876,0.805629985,0.278178692,0.694434628,0.166667,3,23.34729243,2500,535.604592,237.229776,0.313843371,12,112.9672839,0.337608976,2.25774606,46.77707185,562.6133128,81.13905137,124.6107816,375.076292
8397,C18621,882.58129,1,2421.34,1661.76,759.58,944.0332418,1,0.916667,1,0.36267661,7.715371108,40,5000,1997.323094,237.202081,0.315514471,12,201.7783333,0.176516258,8.420343892,60.5335,216.9134556,63.29833333,151.069036,122.3574639
3636,C13738,288.525281,1,341.7,341.7,152.2065482,1177.633712,0.083333,0.083333,0.13331206,0.356124849,6.321118105,1,1000,246.925425,237.035886,0.160853598,12,341.7013668,0.288525281,1.041721695,341.7,275.5666812,95.14427278,341.7013668,186.3014884
3559,C13658,663.415354,1,608.18,608.18,204.122996,929.641923,0.333333,0.333333,0.218898669,0.25,9,6,2700,614.998015,237.022164,0.083333,12,152.045152,0.24570939,2.594685681,101.3633333,309.880641,77.70832853,152.045152,103.293547
4543,C14667,776.919827,1,11522.9,11146.28,376.62,969.9307866,1,1,0.416667,0.253950786,6.243560976,68,4500,11082.51429,237.006434,0.916667,12,960.2416667,0.17264885,46.76039423,169.4544118,318.2804305,75.32393974,928.8566667,155.3489732
4171,C14286,826.018339,1,191.67,160.5,31.17,1284.504558,0.333333,0.25,0.083333,0.374806501,7.680673625,5,1200,443.248137,236.976635,0.086096752,12,47.91754792,0.688348616,1.870429703,38.334,285.5928228,31.17012468,53.5,167.2385289
4567,C14692,731.222335,1,1230.141929,907.2815229,322.860406,2828.975383,0.543380546,0.266993335,0.462135278,0.416667,8,13.42390434,1500,3208.182454,236.90696,0.090909,12,188.6556817,0.487481557,13.54195104,91.6381626,565.794624,58.21895687,283.1785801,353.6219229
